ID,DATE,DAY,HOUR,CODINT,SEXINT,MODE,DUR,PHASE20,PHASE2,NUTS1,REGION,CPRO,CMUN,MUNICIPALITY,HABT,HABT5,P26,P01,P02A,P02B,P02C,P02D,P02E,P03,P04,P05,P06,P07,P07B,P07Ctx,P07C1,P07C2,P07C3,P07C4,P07D1,P07D2,P07D3,P07D4,P07D5,P07D6,P08,P09,P09B,VP09B,P10tx,P10_1,P10_2,P10_3,P10_4,P10B,P11A,P11B,P11C,P11D,P11E,P12,P12Btx,P12B_1,P12B_2,P12B_3,P12B_4,P13,P13B,P13C,P14,P15,P16,P16Btx,P16B_1,P16B_2,P16B_3,P16B_4,P17,P17B,P17C,P18,P19,P19B,P20,P20B,P21A,P21B,P21C,P21D,P22,P23,P24tx,P24,P25,P27,P27B,P27C,P28,P28_1,P28_2,P28_3,P28_4,P28B,P29,WEIGHT20,WEIGHT2,WEIGHT
31586,15 Mar 19,15 Mar 19,18,Alejandro,Administered by male interviewer,CATI,11.3,19,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Ciudad Real,13023,Bolaños de Calatrava,Municipalities >=10K pop.,"10,000-19,999 pop.",13260,Not at all,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),8,Quite,Voting in elections,Quite,"Yes, quite a lot",Quite,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Not at all necessary,Rather negative,Tedium,Descendent categories,88,DK,,,,,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Yes,PP,PP,,Less frequently,Yes,No,No,Man,73,4,Retired or pensioner (previously worked),"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",.8999999999998497,1.005952380946121,.9973614775723444
31616,16 Mar 19,16 Mar 19,10,María,Administered by female interviewer,CATI,9.800000000000001,20,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28058,Fuenlabrada,Municipalities >=10K pop.,">100,000 pop.",28942,Hardly,Everyday or almost everyday (5-7),Less (almost never),3 or 4 days (quite a lot),Never,1 or 2 days/weekends,4,Very,Both are useful,Not capable,"Yes, very much",DK,1,TV,,,,Little,Very often,Very often,Very often,No,No,Quite necessary,Positive and negative,Solidarity,Ascedent categories,88,DK,,,,,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Fully sympathises,Yes,2,Yes,Unidos Podemos,Unidos Podemos,,Never,,,,Man,47,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",.8333333333331943,.8296943231388918,.8429423459242716
31669,13 Mar 19,13 Mar 19,10,Autoadministrado CAWI,Self-administered,CAWI,6.3,17,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,León,24089,León,Municipalities >=10K pop.,">100,000 pop.",24003,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Less (almost never),3 or 4 days (quite a lot),3 or 4 days (quite a lot),4,Very,Voting in elections,Quite,"Yes, very much",Hardly,"TV, REDES SOCIALES",TV,Social networks,,,Little,Quite,Very often,Quite,No,No,Very necessary,Rather positive,Pride,Ascedent categories,"IGUALDAD SALARIAL, IGUALDAD LABORAL",Equal pay,Labour equality,,,Very capable,Agree,Strongly agree,Agree,Disagree,Disagree,Would have liked to,NINGUNA,No hizo nada,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,4,Yes,PSOE,PSOE,,Never,,,,Woman,33,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","Has a partner, but does not live with him/her",,Man,1,No,No,No,No,,"Yes, by SMS",.8461538461537048,.9224137931758812,.9756097560973507
31676,16 Mar 19,16 Mar 19,15,Victoria,Administered by female interviewer,CATI,12,20,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",ASTURIAS,Asturias,33044,Oviedo,Municipalities >=10K pop.,">100,000 pop.",33011,Hardly,Everyday or almost everyday (5-7),Less (almost never),Never,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),4,Not at all,Take to the strees to demonstrate,Quite,"Yes, very much",No interest,"1, 2, 4, 6",TV,Social networks,Collectives or associations,Newspapers,Not at all,Quite,Very often,Little,No,No,Very necessary,Rather positive,Solidarity,Descendent categories,SEGURIDAD MUJER EN LA CALLE,Gender-based violence,Gender crimes,,,Quite capable,Disagree,Strongly agree,Agree,Agree,Agree,Yes,OPINAR EN LAS ENCUESTAS,No hizo nada,,,,No,No,,No,Yes,No, ,,,,,No,,,5,"No, because he/she couldn't",Abstained,PACMA,,Never,,,,Woman,26,2,Working part-time,"COU, BUP, Higher Baccalaurate","Has a partner, but does not live with him/her",,,1,No,No,No,No,,"Yes, call him/her",.7857142857141546,.9224137931758812,.9756097560973507
31857,15 Mar 19,15 Mar 19,20,Victoria,Administered by female interviewer,CATI,11.6,19,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Alicante/Alacant,3099,Orihuela,Municipalities >=10K pop.,"20,000-99,999 pop.",03300,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Less (almost never),Everyday or almost everyday (5-7),6,Quite,Voting in elections,Very capable,"Yes, quite a lot",A lot,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Not at all necessary,Rather negative,Displeasure,Descendent categories,0,None,,,,Quite capable,Agree,Agree,DK,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,7,Yes,PP,PP,,Never,,,,Woman,79,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only daughter/s,No,1.312499999999781,1.457142857133711,1.382978723405372
31887,16 Mar 19,16 Mar 19,10,Victoria,Administered by female interviewer,CATI,9,20,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Ourense,32054,Ourense,Municipalities >=10K pop.,">100,000 pop.",32004,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,3 or 4 days (quite a lot),Never,1 or 2 days/weekends,6,Very,Both are useful,Little,"Yes, quite a lot",Hardly,"CORREO, , , 1, 3",Social networks,TV,Personal conversations,,Little,Quite,Very often,Very often,Yes,,Very necessary,Rather positive,Hope,Ascedent categories,88,DK,,,,,Strongly agree,Strongly agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,Yes,Yes,No, ,,,,,Yes,9,Yes,3,Yes,Unidos Podemos,Unidos Podemos,,Never,,,,Woman,51,2,Working part-time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Man,1,No,No,No,No,,"Yes, call him/her",.8636363636362194,.8947368420996474,.9266666666664669
31963,09 Mar 19,09 Mar 19,18,Autoadministrado CAWI,Self-administered,CAWI,10.5,13,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28051,Quite,Less (almost never),1 or 2 days/weekends,Never,3 or 4 days (quite a lot),Less (almost never),1,Very,Both are useful,Quite,"Yes, quite a lot",Quite,CONVERSACIONES,Personal conversations,,,,Little,Quite,Quite,Doesn't use social networks,No,No,Not very necessary,Rather negative,Tedium,Descendent categories,LOS DERECHOS DE UNO Y OTRO SEXO DEBEN SER LOS MISMOS,Equal rights,Gender equality,,,Very capable,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,9,Yes,3,"No, because he/she couldn't",Abstained,Undefined Left,,Never,,,,Man,33,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,1,No,No,No,No,,"Yes, by SMS",.8461538461537048,1.000000000023978,.9722222222220128
32099,16 Mar 19,16 Mar 19,10,Raúl,Administered by male interviewer,CATI,10.1,20,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Castellón/Castelló,12138,Vinaròs,Municipalities >=10K pop.,"20,000-99,999 pop.",12500,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Never,3 or 4 days (quite a lot),1 or 2 days/weekends,6,Not at all,Voting in elections,Not capable,"Yes, very much",No interest,"1, 6",TV,Newspapers,,,Little,Quite,Quite,Quite,No,No,Very necessary,Rather positive,Hope,Ascedent categories,IGUALDAD,Equality in general,,,,Very capable,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,1,IWD demonstration,,,,No,No,,Yes,Yes,"Yes, in one","2, 7",Sentence of 'La Manada' / 'Patriarchal justice',Pensioners and retired people,,,No,,,2,Yes,PSOE,PSOE,,Never,,,,Woman,39,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","Has a partner, but does not live with him/her",,,1,No,No,No,No,,"Yes, call him/her",.8636363636362194,.8947368420996474,.9266666666664669
32106,16 Mar 19,16 Mar 19,10,David,Administered by male interviewer,CATI,8.4,20,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41102,"Viso del Alcor, El",Municipalities >=10K pop.,"10,000-19,999 pop.",41520,Quite,Everyday or almost everyday (5-7),1 or 2 days/weekends,Less (almost never),Everyday or almost everyday (5-7),1 or 2 days/weekends,7,Very,Voting in elections,Quite,"Yes, quite a lot",Hardly,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Descendent categories,BRECHA SALARIAL,Equal pay,,,,No capable,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,6,No,DK,Yes,Blank/Null,DK,Will abstain,Never,,,,Man,61,8,Unemployed,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,Greater participation by me,Woman,3,Yes,No,Yes,No,Both (sons and daughters),"Yes, call him/her",1.285714285714071,1.005952380946121,.9973614775723444
32164,16 Mar 19,16 Mar 19,17,Victoria,Administered by female interviewer,CATI,26.4,20,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Coruña (A),15028,Corcubión,Municipalities <10K pop.,<5k pop.,15130,Very,1 or 2 days/weekends,1 or 2 days/weekends,1 or 2 days/weekends,1 or 2 days/weekends,Less (almost never),0 Completely dissatisfied,Very,NA,NA,"Yes, very much",A lot,"INTERNET, , , 1, 3",Undefined internet,TV,Personal conversations,,Quite,Very often,Very often,Very often,No,No,Not at all necessary,Rather positive,Pride,Ascedent categories,99,NA,,,,NA,Strongly agree,Strongly agree,Disagree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Yes,BNG,BNG,,Never,,,,Man,59,4,Retired or pensioner (previously worked),"FP1, Intermediate Vocational Training",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Only daughter/s,No,1.285714285714071,1.005952380946121,.9973614775723444
32261,16 Mar 19,16 Mar 19,20,María,Administered by female interviewer,CATI,8.9,20,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,León,24114,"Pola de Gordón, La",Municipalities <10K pop.,<5k pop.,24660,Very,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Less (almost never),3 or 4 days (quite a lot),1 or 2 days/weekends,5,Quite,Voting in elections,Quite,"Yes, quite a lot",Quite,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Solidarity,Ascedent categories,LOS DERECHOS DE LA MUJER,Equal rights,,,,Very capable,Strongly agree,Agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,"Yes, in two or more",10,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,No,,,Extreme right,Yes,PP,PP,,Never,,,,Man,59,4,Retired or pensioner (previously worked),"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, by SMS",1.285714285714071,1.005952380946121,.9973614775723444
32461,16 Mar 19,16 Mar 19,17,Luna,Administered by female interviewer,CATI,25.1,20,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Albacete,2003,Albacete,Municipalities >=10K pop.,">100,000 pop.",02001,Hardly,Never,Never,Never,1 or 2 days/weekends,Everyday or almost everyday (5-7),1,Very,Take to the strees to demonstrate,Little,"Yes, very much",Quite,2,Social networks,,,,Very often,Very often,Very often,Very often,Yes,,Quite necessary,Rather positive,Hope,Descendent categories,88,DK,,,,,Disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Yes,"DE FOTOGRAFO EN UN PREGON POR LA MAÑANA EN LA UNIVERSIDAD, COMPARTIR EN REDES",Support in social networks,,,,No,No,,Can't remember,Can't remember,"Yes, in two or more",TEMAS DE FINANCIACION DE LA UNIVERSIDAD,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,7,No,5,Yes,PSOE,DK,DK,3-4 days a week,Yes,Yes,Yes,Man,,9,Student,"COU, BUP, Higher Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, call him/her",.999999999999833,1.000000000023978,.9722222222220128
32762,09 Mar 19,09 Mar 19,14,Autoadministrado CAWI,Self-administered,CAWI,8.5,13,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,Segovia,40040,Cantalejo,Municipalities <10K pop.,<5k pop.,40320,Quite,1 or 2 days/weekends,Less (almost never),1 or 2 days/weekends,Less (almost never),1 or 2 days/weekends,7,Quite,Voting in elections,Quite,"Yes, a little",Quite,"TV, INTERNET, RADIO",TV,Undefined internet,Radio,,Little,Quite,Quite,Very often,No,No,Not very necessary,Rather positive,Solidarity,Descendent categories,99,NA,,,,Not very capable,Strongly disagree,Agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Yes,NA,DK,DK,Never,,,,Man,29,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,1,No,No,No,No,,No,.8461538461537048,1.000000000023978,.9722222222220128
32783,08 Mar 19,08 Mar 19,17,Autoadministrado CAWI,Self-administered,CAWI,14.7,12,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41059,Mairena del Aljarafe,Municipalities >=10K pop.,"20,000-99,999 pop.",41927,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Never,1 or 2 days/weekends,Everyday or almost everyday (5-7),4,Quite,Take to the strees to demonstrate,Little,"Yes, quite a lot",No interest,"MI HIJS, TELEVISION, AMIGAS",Personal conversations,TV,,,Not at all,Little,Quite,Quite,Yes,,Very necessary,Rather positive,Hope,Descendent categories,"ERRADICAR VIOLENCIA DE GENERO, REPARTO DE TAREAS Y CUIDADO DE FEPENDIENTES",Gender-based violence,Gender equality,,,Very capable,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Yes,IR A LA MANIFESTACION,IWD demonstration,,,,Yes,,Since before,Yes,Yes,"Yes, in two or more","DEFENSA DE VIVIENDA DIGNA, CONTRA LEY MORDAZA","Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,Fully sympathises,Yes,2,Yes,Unidos Podemos,Unidos Podemos,,1-2 days a week/weekends,Yes,Yes,Yes,Woman,56,5,Retired or pensioner (not previously worked),"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, by SMS",1.105263157894552,1.457142857133711,1.382978723405372
33086,08 Mar 19,08 Mar 19,19,Autoadministrado CAWI,Self-administered,CAWI,6.3,12,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",ASTURIAS,Asturias,33037,Mieres,Municipalities >=10K pop.,"20,000-99,999 pop.",33600,Hardly,Less (almost never),Less (almost never),Everyday or almost everyday (5-7),Less (almost never),1 or 2 days/weekends,Completely satisfied,Quite,Voting in elections,Little,"Yes, very much",A lot,COPE,Radio,,,,Little,Very often,Very often,Very often,No,No,Not at all necessary,Rather negative,Irritation,Descendent categories,0,None,,,,Very capable,Agree,Agree,Strongly disagree,Agree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,5,Yes,Cs Ciudadanos,VOX,,3-4 days a week,No,No,No,Woman,41,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Only daughter/s,No,.8636363636362194,.8947368420996474,.9266666666664669
33340,08 Mar 19,08 Mar 19,20,Autoadministrado CAWI,Self-administered,CAWI,12.2,12,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Guadalajara,19130,Guadalajara,Municipalities >=10K pop.,"20,000-99,999 pop.",19005,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),Less (almost never),Everyday or almost everyday (5-7),9,Very,Voting in elections,Quite,"Yes, very much",Hardly,"RADIO, TELEVISION , EMPRESA",Radio,TV,Collectives or associations,,Little,Very often,Very often,Very often,No,No,Not very necessary,Rather negative,Irritation,Ascedent categories,"IGUALDAD SALARIAL, SER MADRE TE EXIGE MAS RESPONSABILIDAD Y MENOS OPORTUNIDADES",Equal pay,Labour equality,Gender equality,Reproductive rights,Very capable,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,7,Yes,PP,PP,,Have no networks,,,,Woman,39,1,Working full time,"FP1, Intermediate Vocational Training",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, by SMS",.8636363636362194,.8947368420996474,.9266666666664669
33411,08 Mar 19,08 Mar 19,21,Autoadministrado CAWI,Self-administered,CAWI,20.1,12,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Guadalajara,19257,Sigüenza,Municipalities <10K pop.,<5k pop.,19250,Hardly,3 or 4 days (quite a lot),1 or 2 days/weekends,Less (almost never),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),2,Quite,Take to the strees to demonstrate,Quite,"Yes, a little",Quite,"REDES SOCIALES , TV, EN CALLE",Social networks,TV,Street posters,,Quite,Quite,Very often,Quite,No,No,Quite necessary,Rather positive,Solidarity,Ascedent categories,"IGUALDAD , IGUALDAD",Equality in general,,,,Quite capable,Agree,Disagree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,7,Did not want to vote,Abstained,VOX,,3-4 days a week,Yes,Yes,Yes,Man,60,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Woman,"2, 4",Yes,Yes,No,Yes,Both (sons and daughters),No,.8999999999998497,1.005952380946121,.9973614775723444
33543,08 Mar 19,08 Mar 19,20,Autoadministrado CAWI,Self-administered,CAWI,5.6,12,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Valencia/València,46250,València,Municipalities >=10K pop.,">100,000 pop.",46015,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Less (almost never),3 or 4 days (quite a lot),4,Quite,Voting in elections,Quite,"Yes, quite a lot",Quite,"TELEVISION, REDES SOCIALES",TV,Social networks,,,Little,Quite,Very often,Quite,Yes,,Very necessary,Rather positive,Hope,Ascedent categories,88,DK,,,,,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Fully sympathises,No,4,Yes,Unidos Podemos,DK,Unidos Podemos,Every or almost every day,No,Yes,Yes,Man,33,3,Temporary (precarious) work,"FP2, Higher Vocational Training, Conservatoire 10 years",No partner,,,1,No,No,No,No,,"Yes, by SMS",.8461538461537048,1.000000000023978,.9722222222220128
33592,08 Mar 19,08 Mar 19,22,Autoadministrado CAWI,Self-administered,CAWI,26.2,12,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8172,Premià de Mar,Municipalities >=10K pop.,"20,000-99,999 pop.",08330,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),Less (almost never),0 Completely dissatisfied,Very,Take to the strees to demonstrate,Little,"Yes, very much",Hardly,"TV, PERIODICO DIGITAL, RADIO",TV,Newspapers,Radio,,Little,Quite,Quite,Very often,No,No,Quite necessary,Rather positive,Solidarity,Ascedent categories,QUE NO HARIA MOVIZACION SI SE TRATARA A LAS MUJERES CODO DEBE SER,Respect/dignity,,,,Quite capable,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Would have liked to,"LA CASA, MI MUJER",Facilitating the participation of others,,,,No,No,,No,No,No, ,,,,,Yes,Fully sympathises,No,5,Yes,PSOE,Blank/Null,Will abstain,Less frequently,Yes,No,Yes,Man,68,"11, PENSIONISTA CON 51 AÑOS COTIZADOS",Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Only daughter/s,"Yes, by SMS",.8999999999998497,1.005952380946121,.9973614775723444
33641,09 Mar 19,09 Mar 19,11,Autoadministrado CAWI,Self-administered,CAWI,11.3,13,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,Burgos,9059,Burgos,Municipalities >=10K pop.,">100,000 pop.",09006,Not at all,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Less (almost never),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),2,Very,Voting in elections,Not capable,"Yes, very much",No interest,"FB, WSSP, TV",Social networks,TV,,,Not at all,Not at all,Not at all,Not at all,No,No,Very necessary,Rather positive,Solidarity,Descendent categories,"IGUALDAD, RESPETO",Equality in general,Respect/dignity,,,Very capable,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,"MANIFESTARME, DIFUNDIR , EXPRESAR APOYO EN REDES SOCIALES",IWD demonstration,Participation in awareness-raising activities IWD,Support in social networks,,No,Yes,,Yes,Yes,"Yes, in two or more","PENSIONES, SANIDAD, ENSEÑANZA",Pensioners and retired people,"Other issues not linked to gender inequality (labour, neighbourhood)",,,Yes,Fully sympathises,Yes,7,Yes,Unidos Podemos,Unidos Podemos,,Every or almost every day,Yes,Yes,Yes,Man,68,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)","Has a partner, but does not live with him/her",,Woman,2,Yes,Yes,No,No,Only son/s,"Yes, by SMS",1.1999999999998,1.005952380946121,.9973614775723444
